video_id,fetch_date,rank_today,view_count,like_count,comment_count
_oMG6ZLQOlA,2025-09-23,76,179972,1295,58
wu1RMrd1W7A,2025-09-23,77,69310,6255,1237
6DKfVHc5Lro,2025-09-23,78,268508,3326,0
BA-fGocc3uQ,2025-09-23,79,93066,5002,277
xQRwPnTvlzk,2025-09-23,80,338655,6675,7
zAquA35kPRU,2025-09-23,81,53140,316,9
L1DS8BOcl5o,2025-09-23,82,264589,13099,509
KTpW9czkBhk,2025-09-23,83,355583,18502,1735
cux9HnQjcUE,2025-09-23,84,175530,1674,132
SzG_H0JbsrA,2025-09-23,85,85593,4564,148
npNmyb-qqGw,2025-09-23,86,20598932,618567,18013
Kfjwtz1RaY0,2025-09-23,87,1183087,13987,1262
BSsT6CzQpk8,2025-09-23,88,430608,3853,39
kuATwygfkGE,2025-09-23,89,599095,5488,3
rmcbOAJCvzc,2025-09-23,90,242514,5055,194
hI6zdcc5LVg,2025-09-23,91,186199,13064,474
ysKZhrJbVok,2025-09-23,92,129310,0,16
hiHPErGwhf0,2025-09-23,93,220828,2822,161
kM_9-pYY5MA,2025-09-23,94,131708,5240,225
8YaQc08uoHo,2025-09-23,95,247564,11502,1030
eciGUfPPY-4,2025-09-23,96,137742,742,35
l0-1_-ybwLU,2025-09-23,97,63471,4205,174
rhW-LnQs0Y0,2025-09-23,98,526886,0,3
8fBTZ9Vl91U,2025-09-23,99,267643,28544,1665
BY3KRn7J-yg,2025-09-23,100,74048,4029,266
SIBeRJcWpoc,2025-09-23,101,271180,5349,8
6qevUa2Yaec,2025-09-23,102,76468,370,13
Svl5wDgzvc8,2025-09-23,103,354037,2390,208
SYAwNR5NQV0,2025-09-23,104,803921,8317,847
EVn2d4LJH_U,2025-09-23,105,40392,373,29
ibzsyJ691is,2025-09-23,106,142542,5413,212
uwAYeY0TXQg,2025-09-23,107,233302,4536,1916
gf5d7LVDIro,2025-09-23,108,105718,607,41
zHVtd-g0dPg,2025-09-23,109,3612995,77048,1989
e1jGkS3keCw,2025-09-23,110,152893,5194,528
TLhvJsvzln0,2025-09-23,111,240037,12429,2243
5hodTTOp5U0,2025-09-23,112,80561,3443,253
RB9LFFTyvQI,2025-09-23,113,26193,544,47
MuGWOtFKTLw,2025-09-23,114,459660,2092,43
PuPT6ehcuR0,2025-09-23,115,84434,5270,390
F1mJ6GFmEKM,2025-09-23,116,292027,9417,1397
zO69l39VRe0,2025-09-23,117,123804,687,9
Zrqqh3aRDAw,2025-09-23,118,158142,4430,406
FHBwklHu550,2025-09-23,119,384572,36997,231
aoHEKJDsbN8,2025-09-23,120,263633,1971,63
_WFapr58ChY,2025-09-23,121,121493,4174,238
WA6u9ebC5qk,2025-09-23,122,519107,7159,2
HL2vy2XLu60,2025-09-23,123,180614,791,35
x8vFXacBPTw,2025-09-23,124,65191,3618,69
eG4e-25RdcI,2025-09-23,125,220263,1236,8
JpfQkwyyD2w,2025-09-23,126,80215,709,16
uozAkLLdLL8,2025-09-23,127,61125,3773,146
-BKUiCSGGq4,2025-09-23,128,760376,40228,5472
eqzjTeIl228,2025-09-23,129,296368,3428,196
SLf7tv6WbPE,2025-09-23,130,53647,2923,234
dPijWcz6srk,2025-09-23,131,418995,1356,0
0biDET2Ho7k,2025-09-23,132,81665,751,53
lHq0-Qt-RL4,2025-09-23,133,269300,7153,150
-yiYTeeOiAM,2025-09-23,134,241052,2458,228
mSRgCIXc3Bs,2025-09-23,135,100392,388,5
J_RMlQDvH7I,2025-09-23,136,150526,3506,0
77HrnQ4fbXs,2025-09-23,137,231907,7456,2118
T_fS3SADkuM,2025-09-23,138,247515,1405,59
OCYqH4Cg5m8,2025-09-23,139,64340,2798,116
FA8XTJg9wFU,2025-09-23,140,66090,1041,31
zmFoLfaKPUc,2025-09-23,141,26711,181,8
zF4D3VatY8k,2025-09-23,142,59219,4023,234
JntKOmbMI08,2025-09-23,143,5988558,128341,4716
34hBq7E2SlQ,2025-09-23,144,159553,2325,93
_8k8b6EDq6I,2025-09-23,145,373000,20059,2150
FxIkLiA15ww,2025-09-23,146,417276,3464,1
PpmbHWboYKE,2025-09-23,147,68919,282,7
yFgiGL5s2f4,2025-09-23,148,54543,2938,128
cCMD3_pOOow,2025-09-23,149,126040,11673,1230
vHsn8ziy0dQ,2025-09-23,150,122210,2486,79
pbY5zLd-00o,2025-09-23,151,755128,7466,223
ARvhnjlCPTw,2025-09-23,152,2145085,175037,1533
LQUZk8tZNdg,2025-09-23,153,112358,488,25
5SgnL-yRg7g,2025-09-23,154,46979,1845,36
xJ5E7XQaczk,2025-09-23,155,357631,766,0
Rz4cr4juhxg,2025-09-23,156,254260,1637,80
wE4mB9Zmfeg,2025-09-23,157,148068,5897,558
UMTlrCaAkfo,2025-09-23,158,335639,3073,688
yRWdchy43zY,2025-09-23,159,6848304,65844,3356
CN39jrBFaPM,2025-09-23,160,48640,1268,57
hP8h0f1ja-s,2025-09-23,161,260812,9305,26
MRYhfZK2l08,2025-09-23,162,393557,2011,34
1NC4d_eAHto,2025-09-23,163,309141,13497,845
9C_04JqaeEY,2025-09-23,164,46364,917,118
z0-gvGonin8,2025-09-23,165,247173,4739,175
DMJQRkezN9M,2025-09-23,166,29472,1561,35
JcCXOF9d_Kc,2025-09-23,167,123724,3831,893
Mfv3JTIMgEk,2025-09-23,168,38884,328,14
4p64l72zgZg,2025-09-23,169,24522,1600,39
wSca7At3Wxw,2025-09-23,170,269916,3339,50
73DRmgFchr4,2025-09-23,171,114288,2002,101
mk3mdx5d-kw,2025-09-23,172,62929,1968,35
r4LgfmVZ1cY,2025-09-23,173,511901,5210,2
iso8VE9si8I,2025-09-23,174,83778,579,15
0-cVgh5602I,2025-09-23,175,119200,9666,777
bSMnHGzx4Yg,2025-09-23,176,45794,263,3
npc2qGmzS1Y,2025-09-23,177,33831,257,9
DTqCGi7PxB4,2025-09-23,178,19423,1782,83
mFOPEx_kfBU,2025-09-23,179,34323,956,41
G5tBbNzmJpU,2025-09-23,180,41737,284,8
6zDccQes4nk,2025-09-23,181,36282,3016,101
oa8rHwiXzG8,2025-09-23,182,56053,578,40
yG1ngGJAREY,2025-09-23,183,631572,18591,968
o4f_UrSrMZo,2025-09-23,184,118319,1346,154
Zp7NzGsgD3s,2025-09-23,185,795902,11126,437
MPasJQIyyI8,2025-09-23,186,341242,1463,3
CsPSlYQ1D0c,2025-09-23,187,251320,1501,29
5qDRzLCxG0Y,2025-09-23,188,73005,2930,1033
Lpds2E73oyE,2025-09-23,189,360737,2076,35
xm2yrOAAqNQ,2025-09-23,190,128300,1201,20
gWa969jYRN4,2025-09-23,191,165178,2417,271
ozE6UcaDH9c,2025-09-23,192,230501,1637,0
moGdbG5PgkE,2025-09-23,193,118462,778,14
le4oCr-uBts,2025-09-23,194,177514,14473,2585
IHkwpPREPiE,2025-09-23,195,142463,1123,46
XCviyj0sagM,2025-09-23,196,445907,6071,1
l5hGFqook-Y,2025-09-23,197,52916,285,11
fd-uOrlzSDg,2025-09-23,198,68010,1393,142
iOVbzSpiemo,2025-09-23,199,130706,660,48
Yd8EDpIB1To,2025-09-26,1,1006204,152847,24312
_8J8LwoVH_0,2025-09-26,2,13068211,721806,28240
YWraKIk6nYQ,2025-09-26,3,2876945,77896,194
sg5Np1fvtxc,2025-09-26,4,323246,17029,630
axBF-4nNZ3s,2025-09-26,5,15885410,316792,4481
G_fJerNqJgg,2025-09-26,6,1149636,50677,922
503dXC9UHeA,2025-09-26,7,67330,499,27
2UksfgQHHh4,2025-09-26,8,155021,1920,37
ykJiOHFUBi8,2025-09-26,9,919433,12756,1875
h5nSiga6b74,2025-09-26,10,158059,1967,49
Ma1x7ikpid8,2025-09-26,11,5100808,88626,6870
kpuR3t4uunQ,2025-09-26,12,892895,78001,14331
LJ6SnNb9SkM,2025-09-26,13,1364429,137690,21220
GOB4rsyH7sM,2025-09-26,14,229129,15091,210
zz2i43nxF_8,2025-09-26,15,793769,86002,1316
jXhJMrAkkqM,2025-09-26,16,671837,3162,35
uwfeRKhr7Io,2025-09-26,17,547143,24185,1014
WHAkoQX0B8Q,2025-09-26,18,663749,8936,1377
yJTjrEFDDwo,2025-09-26,19,98305,457,9
8S8b7xjS49o,2025-09-26,20,4266291,38282,2417
JanBQhgxwQc,2025-09-26,21,105406,0,11
IA3Fe45poxU,2025-09-26,22,245459,11437,278
s3pDMUWlA6I,2025-09-26,23,5567843,408158,14859
gRLQuDvcUgU,2025-09-26,24,1775533,54710,720
hsv9gkKKZQ0,2025-09-26,25,313764,1503,36
IcvuGotSC3g,2025-09-26,26,120727,2772,133
_lUvByg7oVs,2025-09-26,27,845554,10286,9
yi6VKWzEQWE,2025-09-26,28,956371,14234,328
pHF1xX4s7m8,2025-09-26,29,476812,20983,732
_Dzl80bhvGg,2025-09-26,30,455968,26124,48
rZFaruSyPDw,2025-09-26,31,176970,2288,250
OGj-W7rf5As,2025-09-26,32,12378952,39816,2322
6oJ5nPOD9IM,2025-09-26,33,763906,67190,771
vMGlP1wuRzM,2025-09-26,34,205410,2557,41
cCWEOIvP7b0,2025-09-26,35,119300,1061,36
pAbvIUfaYW4,2025-09-26,36,323843,0,12
IgxPcw7oRkA,2025-09-26,37,181725,1696,182
Rjcxqk622u8,2025-09-26,38,38657,489,48
7vVlzYxm4J4,2025-09-26,39,111751,1216,38
_G_Yf1UueI8,2025-09-26,40,93869,981,90
zdu0YzzJ10o,2025-09-26,41,14729345,246177,4953
6i2xCp1p4iU,2025-09-26,42,876790,46238,19500
PwEuLrphH04,2025-09-26,43,158119,744,39
55bq6VLsZMY,2025-09-26,44,29995,1024,38
hTualn0b-JA,2025-09-26,45,200612,729,15
iP4Q_GKK6hk,2025-09-26,46,140958,40182,2290
nGcGhP-PeVc,2025-09-26,47,381366,14497,1483
b3X-xrti9uw,2025-09-26,48,110983,4352,358
Mfv3JTIMgEk,2025-09-26,49,748635,5336,297
UmhEADHcwRY,2025-09-26,50,138983,981,42
Xgjozi0KUHY,2025-09-26,51,559811,66306,933
h3ysqcO6LkI,2025-09-26,52,1267710,91189,8530
H8ieN10lX40,2025-09-26,53,2247736,34740,3151
craLk0xKrh8,2025-09-26,54,265391,1081,40
nd3rs6u3gKg,2025-09-26,55,639637,2995,132
peYpeKnNqqU,2025-09-26,56,20842,2312,143
6bSng8p2CKk,2025-09-26,57,398278,16406,4296
WMd_Zonl8XA,2025-09-26,58,549696,20070,1518
Lc-Y8Hx9quo,2025-09-26,59,813712,32942,1590
r-B1qd3IB38,2025-09-26,60,1214302,10166,8
vH3sX3tJ9wg,2025-09-26,61,5113931,108637,14098
uSXJIbT2Up0,2025-09-26,62,1100792,19323,194
wrNDhKrZ3AE,2025-09-26,63,825981,40975,3695
tHg34p-O6P8,2025-09-26,64,145177,702,23
NLenJthrWNM,2025-09-26,65,336188,6380,235
F_sNvPMchQ4,2025-09-26,66,981507,38429,10891
ZhIJgYLjoVw,2025-09-26,67,53541,616,63
hHVRer1c-Ck,2025-09-26,68,1422762,4420,213
RgsWNSfXMb0,2025-09-26,69,335729,8396,825
HC2O4V3JSs8,2025-09-26,70,259483,2243,274
v8T8jDuOEUk,2025-09-26,71,146559,5783,360
1pcECDptRwI,2025-09-26,72,665130,32583,431
jRSsvRvs_Hc,2025-09-26,73,57418,306,11
d84EgIIp3TM,2025-09-26,74,111738,2166,76
Kii2kHMh_G0,2025-09-26,75,735548,4011,0
x5yGFJ9-g4U,2025-09-26,76,900991,7075,249
r8t-b50CAMQ,2025-09-26,77,107846,8629,688
xh_6aOBXn3I,2025-09-26,78,606900,11863,3062
vYgF1P8S9LY,2025-09-26,79,102850,745,22
MD_aS0zL698,2025-09-26,80,2178581,5112,165
yDTr8FQ6CCA,2025-09-26,81,297887,0,15
arwthCRwdSA,2025-09-26,82,41899,277,24
IsNnpGIEX5U,2025-09-26,83,323537,13505,3141
J0VArUBcHDg,2025-09-26,84,245703,714,7
-Rb9UNuHXUQ,2025-09-26,85,204426,6873,1292
kCTahMzpjq4,2025-09-26,86,434602,10584,522
NkvXsyaYKOw,2025-09-26,87,149614,2062,203
MgdSOXhK_1U,2025-09-26,88,182046,2239,35
Wjf_svikMfE,2025-09-26,89,686944,27662,2922
9mIGlpc5kJU,2025-09-26,90,79907,479,17
veaUE_NDIKE,2025-09-26,91,93752,1334,4
vQcSqM_4cXY,2025-09-26,92,77352,555,24
fvbfvf3bAHk,2025-09-26,93,382221,6385,377
yRWdchy43zY,2025-09-26,94,23243140,406883,33490
8WUdr-K2GrQ,2025-09-26,95,516718,6318,1
LBrwicSpeV0,2025-09-26,96,259316,1566,46
heBgrdUBurM,2025-09-26,97,142554,1516,90
KH-l4lnN3QQ,2025-09-26,98,407091,2576,47
w4Nrd0JBqSY,2025-09-26,99,123967,9752,708
PA5ElGNLeoA,2025-09-26,100,118355,23280,1882
YSI-bJb_jXY,2025-09-26,101,333324,2315,108
3R5o800_xF4,2025-09-26,102,314729,2375,152
qH4nJ4p-OE4,2025-09-26,103,123214,0,7
YYrodD6P7Vg,2025-09-26,104,156088,1759,177
yAQ7LloCDmw,2025-09-26,105,304243,3521,293
PkQZ1BahzdA,2025-09-26,106,259034,1310,68
YHqT6eGroUQ,2025-09-26,107,238979,0,14
MYpuLMAQ3eA,2025-09-26,108,40621,1676,16
jQvwnpFAXtQ,2025-09-26,109,317064,7407,2417
sdUNhcUsEJg,2025-09-26,110,773311,17100,1543
P5LhFbLqZN4,2025-09-26,111,98563,483,17
rAhgpCrYN4c,2025-09-26,112,123909,2756,164
S6QiCKuMil4,2025-09-26,113,270941,17082,41
OIjld-cd5M0,2025-09-26,114,51101,281,11
d-Asw_Jxi68,2025-09-26,115,108754,0,3
CyQeCqRgno0,2025-09-26,116,52961,478,9
agCnjEHCQ_Q,2025-09-26,117,36198,4494,838
D_DgYZY40YY,2025-09-26,118,98733,1866,21
lSuhTaEB91A,2025-09-26,119,707507,9623,1
rCpKSpDj7Pg,2025-09-26,120,36155,163,8
gV6J10w6qJ8,2025-09-26,121,335423,4515,473
Q8JnzqJJrIU,2025-09-26,122,462375,30138,801
XEK2GGLKwTE,2025-09-26,123,115179,10376,676
PDSHVXacPU4,2025-09-26,124,620343,15770,504
rlj-Ql7YQys,2025-09-26,125,564305,23622,389
UkVFS_vFg8g,2025-09-26,126,55204,323,19
KssAwgN_JeM,2025-09-26,127,314108,1918,0
MPC044l50L0,2025-09-26,128,162253,4115,243
WAicDDsteyQ,2025-09-26,129,212135,5508,473
xGx_tKzRQZM,2025-09-26,130,214955,13256,1031
3RrbOs16lpE,2025-09-26,131,182060,6865,592
i4UZmRaGZ2U,2025-09-26,132,131630,2965,225
NISMfuVkl7g,2025-09-26,133,106178,0,13
9WgzrJPsCjc,2025-09-26,134,29418,282,24
qzopw6Atfy0,2025-09-26,135,163809,1225,47
62TIzKkALbE,2025-09-26,136,80765,322,7
SJDqvqr2gwQ,2025-09-26,137,298238,19322,41
vRN8DC146R8,2025-09-26,138,57196,281,12
3pEuPTMmSEU,2025-09-26,139,70143,2722,489
VB0XaohlJmA,2025-09-26,140,236787,6847,440
0zhP80uzeQE,2025-09-26,141,321320,1650,2
4SqoiabNM1o,2025-09-26,142,140136,490,28
k_uZG8Go2yc,2025-09-26,143,46551,5000,220
m0mF6aX-IIg,2025-09-26,144,46955,710,63
oFeaxs86zfs,2025-09-26,145,437580,3542,1
5ZSdTULYZNM,2025-09-26,146,451339,2916,62
Ws3ZA9J2CwE,2025-09-26,147,498375,123499,2545
7zJ88tqlvuo,2025-09-26,148,135454,1153,152
6Py5BphDlu0,2025-09-26,149,148638,0,5
fCEDY5skKLc,2025-09-26,150,111102,696,41
O2-3ix8ucGo,2025-09-26,151,279071,5897,6
a8aWw5KKK4o,2025-09-26,152,235801,1836,243
hXNNPX_O2iI,2025-09-26,153,249190,17370,3998
4D1oI500i4g,2025-09-26,154,68117,939,40
6bmpvxAozDY,2025-09-26,155,213940,5637,1
MFvFNRCaevI,2025-09-26,156,111317,5122,239
GXjFs5gYOvs,2025-09-26,157,57516,6109,368
KuBd3lGgW60,2025-09-26,158,23524,363,13
--Lg-J5Bgdg,2025-09-26,159,319920,30578,2180
wy-SplT9e2c,2025-09-26,160,80674,1924,61
0IQ8xqdPjp0,2025-09-26,161,74637,0,6
qcPo3zeysCc,2025-09-26,162,147688,0,9
Tvay_WT48_w,2025-09-26,163,2026493,62002,1968
sS8DCamKqg8,2025-09-26,164,187619,1695,95
1K8LdqIPjIQ,2025-09-26,165,85969,309,47
h97Gv7kdRKU,2025-09-26,166,168683,1795,103
1QxuhE_UZhQ,2025-09-26,167,365231,4667,266
RrKJjF3I08c,2025-09-26,168,100012,685,64
nQ7Gpt7e284,2025-09-26,169,368057,856,0
VEShHlvcgu4,2025-09-26,170,191640,7701,247
0S4w6ndpgBE,2025-09-26,171,119812,4900,2121
4ZOY6Bd-ajY,2025-09-26,172,534826,11086,279
zwc8JQoogvs,2025-09-26,173,47159,734,14
NfShpB_9u4s,2025-09-26,174,587917,42601,3391
ZCWJk1OGwOY,2025-09-26,175,160538,2165,47
3IibdMRQXsY,2025-09-26,176,32183,438,50
mdxLovrGqIs,2025-09-26,177,64833,2974,309
hhMkvcFtDRg,2025-09-26,178,25392,321,1
B7n0QqWee_U,2025-09-26,179,204580,2864,1
oW5arrQyS7A,2025-09-26,180,171358,754,21
lqOt7lsIbQs,2025-09-26,181,86747,759,4
eQn_r9KC5v8,2025-09-26,182,21535,112,2
ERpOjByAB9c,2025-09-26,183,60657,0,45
Cn-oMqMhoVE,2025-09-26,184,2347601,29161,3771
bPZEXnskpXw,2025-09-26,185,155412,6736,42
4Xkwl-W4g_E,2025-09-26,186,143508,890,18
5SxO-BIYIW4,2025-09-26,187,40765,5138,701
_8gXzq4Fows,2025-09-26,188,143375,578,19
4NVsnA63FEU,2025-09-26,189,156742,2276,764
hlcTDRy_j0I,2025-09-26,190,2982220,27110,1092
6pFT5aaEzJE,2025-09-26,191,1031126,9202,48
aiS1hLCTWc4,2025-09-26,192,902883,5837,74
ZcMVZC9xnRY,2025-09-26,193,113043,6969,33
oNLz80CEbfs,2025-09-26,194,91991,466,5
UaiNLJj12Ls,2025-09-26,195,376215,34229,8595
8AJKIULXxBo,2025-09-26,196,129924,1581,184
NQryoD8RbwI,2025-09-26,197,210738,8671,879
P6hETebY8vo,2025-09-26,198,13540,90,2
P9K3T9E2tFk,2025-09-26,199,296399,4613,600
iV2NAiPwaC8,2025-09-26,200,107690,429,18
Yd8EDpIB1To,2025-09-27,1,27945032,376685,46701
Mod_oXpftJA,2025-09-27,2,32272116,323384,31016
x6H68hFuYHU,2025-09-27,3,1752957,49359,47
ofeogcSjKxo,2025-09-27,4,157739,456,6
_8J8LwoVH_0,2025-09-27,5,13728348,727679,28297
JLo9iSK2e4A,2025-09-27,6,729783,8926,17
PA5ElGNLeoA,2025-09-27,7,1070654,74021,4219
2UksfgQHHh4,2025-09-27,8,593199,3942,80
TwAuWLX8NZg,2025-09-27,9,886148,4925,69
1QZRptIzjlA,2025-09-27,10,254089,2264,228
GOB4rsyH7sM,2025-09-27,11,1247485,39382,460
I-EkskK8TA8,2025-09-27,12,359596,3984,0
LJ6SnNb9SkM,2025-09-27,13,2085084,159070,22940
wusXtt4955M,2025-09-27,14,343749,15312,670
mPurWnc_tjw,2025-09-27,15,943195,13503,3116
h5nSiga6b74,2025-09-27,16,445001,3566,157
uCesRZg8LpA,2025-09-27,17,371563,19020,736
qm-s3RwC4I0,2025-09-27,18,477006,1291,29
SLdDp19xJ4s,2025-09-27,19,104356,753,61
0MP_gCSmUEo,2025-09-27,20,367950,20482,627
wDpI8iYzP7U,2025-09-27,21,606259,2454,2
IA3Fe45poxU,2025-09-27,22,714639,21972,453
uwfeRKhr7Io,2025-09-27,23,989450,35335,1154
-uxIeDpYVg8,2025-09-27,24,1031921,55909,972
yJTjrEFDDwo,2025-09-27,25,233436,1038,17
Ma1x7ikpid8,2025-09-27,26,7638731,140589,9672
rnHeFCwcAiE,2025-09-27,27,536640,57418,952
503dXC9UHeA,2025-09-27,28,124812,918,44
JiColqXPAvs,2025-09-27,29,318650,18187,1009
EfdoMvjWjxY,2025-09-27,30,583013,7622,3
sg5Np1fvtxc,2025-09-27,31,511458,22731,753
axBF-4nNZ3s,2025-09-27,32,16250310,320560,4571
sU-28UNrxes,2025-09-27,33,209944,1346,42
6VmFu0bYWuw,2025-09-27,34,176543,7477,283
GtS7GjzMz40,2025-09-27,35,114512,7972,427
qOX8R1j5RV8,2025-09-27,36,1764072,111454,1728
IhtnZlLEf1o,2025-09-27,37,134105,1389,195
18RWJXQHTLk,2025-09-27,38,116754,7943,300
7vVlzYxm4J4,2025-09-27,39,571028,3582,80
y_dUpc6S2H0,2025-09-27,40,130758,788,15
CKTn81kKZE8,2025-09-27,41,2857903,7998,1299
NM3kRc7Ibgg,2025-09-27,42,829114,12467,11
ZhIJgYLjoVw,2025-09-27,43,220472,1457,96
RcDdlT0X3tA,2025-09-27,44,82200,4300,159
1dI81i0e5ew,2025-09-27,45,436095,2216,17
hsv9gkKKZQ0,2025-09-27,46,498902,2286,53
s3pDMUWlA6I,2025-09-27,47,6666727,457165,16336
kpuR3t4uunQ,2025-09-27,48,1519505,103137,17654
VB0XaohlJmA,2025-09-27,49,1391368,23160,1105
8S8b7xjS49o,2025-09-27,50,4415858,40265,2512
PMAgocHm9ak,2025-09-27,51,613602,15795,5942
cTnbggVhDPs,2025-09-27,52,544131,3627,40
peYpeKnNqqU,2025-09-27,53,58426,4242,196
JanBQhgxwQc,2025-09-27,54,370801,0,23
AdzIvWCmsEQ,2025-09-27,55,262690,1810,16
cCWEOIvP7b0,2025-09-27,56,215851,1658,49
Wr6rYvQTgrY,2025-09-27,57,621183,62601,866
gD3CpjoqmEE,2025-09-27,58,278822,1168,31
IcvuGotSC3g,2025-09-27,59,165861,3579,158
pW79Zkxmxi8,2025-09-27,60,1947643,49352,855
lzq6gBc5NzA,2025-09-27,61,165470,1113,21
55bq6VLsZMY,2025-09-27,62,84548,1938,52
bDdVOdGWXUg,2025-09-27,63,753820,29540,3169
KuBd3lGgW60,2025-09-27,64,178121,2362,124
WnEhQVaW7Oo,2025-09-27,65,170921,2754,180
fxur-9mbiDw,2025-09-27,66,1047693,9090,6
aPDzQBE8snI,2025-09-27,67,783442,3558,150
QPGGCnl3QhQ,2025-09-27,68,858419,8305,12
umZf-0BFVR4,2025-09-27,69,53330,267,19
WHAkoQX0B8Q,2025-09-27,70,1099241,12112,1734
QID0geQkl7c,2025-09-27,71,223498,2770,295
ddGl-S2zX0Y,2025-09-27,72,555786,3972,0
C-wDc8DUtSU,2025-09-27,73,81551,1081,129
EoGtmUYou7o,2025-09-27,74,102346,775,24
bQWT29yTEcQ,2025-09-27,75,138622,1826,268
xkq-3XhS3S8,2025-09-27,76,622362,27537,3565
Cq3_HlaK5CM,2025-09-27,77,117499,615,39
Pl2_BH2RIx8,2025-09-27,78,330463,24558,107
iP4Q_GKK6hk,2025-09-27,79,363480,71038,3401
YPMTiYLfAu0,2025-09-27,80,498696,31352,83
MgdSOXhK_1U,2025-09-27,81,526583,5829,105
4O1tFzV3uCI,2025-09-27,82,275835,4527,788
vMGlP1wuRzM,2025-09-27,83,443834,5352,65
PS08cWTjPfg,2025-09-27,84,271499,20728,1553
y3GRTc-0V_M,2025-09-27,85,64223,393,12
ZYDwVR_VjW4,2025-09-27,86,91996,430,19
_G_Yf1UueI8,2025-09-27,87,203172,1851,206
RbtXmiG0Mbk,2025-09-27,88,370157,20440,164
62TIzKkALbE,2025-09-27,89,347015,1173,23
b3X-xrti9uw,2025-09-27,90,291302,8384,496
yi6VKWzEQWE,2025-09-27,91,1589275,19242,431
VHdnILPEhJ8,2025-09-27,92,129267,3237,245
EOcJnwngnqc,2025-09-27,93,108104,442,18
B5eGFdeZjHk,2025-09-27,94,144178,1798,15
JTPRF6p-okw,2025-09-27,95,80360,971,120
mQHIG_IC7YA,2025-09-27,96,715851,0,25
agD8nsLFH_c,2025-09-27,97,58547,1705,71
1k7olEpB2DI,2025-09-27,98,105662,371,15
vQcSqM_4cXY,2025-09-27,99,137215,846,43
99jSOYz6LDQ,2025-09-27,100,396865,9485,2339
n4RmI4zR2PA,2025-09-27,101,225924,1584,216
qH4nJ4p-OE4,2025-09-27,102,335142,0,11
EBti1iQ7zsY,2025-09-27,103,82442,291,5
6bSng8p2CKk,2025-09-27,104,824164,24650,5850
vH3sX3tJ9wg,2025-09-27,105,6382175,120347,14776
LQVxhQrVjDk,2025-09-27,106,336805,3733,601
CWAMBCB5QO0,2025-09-27,107,163936,776,35
HBYpUZa_xNE,2025-09-27,108,320001,8888,1288
i4UZmRaGZ2U,2025-09-27,109,332455,5507,280
3MEV79oY0qA,2025-09-27,110,102057,13392,1016
PwEuLrphH04,2025-09-27,111,189547,879,50
7LWrZMhuG_I,2025-09-27,112,110126,1902,119
WeYueh9LnOo,2025-09-27,113,55936,323,12
pFxml3lwyVk,2025-09-27,114,258594,2383,248
6nTv3YsVbFs,2025-09-27,115,3238355,31304,3244
rzM25WLT30E,2025-09-27,116,70006,340,4
qf4vTsvMhLE,2025-09-27,117,106854,1345,83
irPAZg6nxJo,2025-09-27,118,68839,1732,104
h3ysqcO6LkI,2025-09-27,119,1436907,98732,8821
YnfM0lXGU20,2025-09-27,120,185544,2199,55
LBrwicSpeV0,2025-09-27,121,665408,3969,98
rTVxPUDyGY8,2025-09-27,122,435053,3219,6
uPxlG_E3QoE,2025-09-27,123,98228,928,0
dhshGlWx97U,2025-09-27,124,219620,17876,2717
7vMjtdd0VP0,2025-09-27,125,183643,1658,145
FOSwtumHLiw,2025-09-27,126,97482,3413,630
zisxqzBFGeE,2025-09-27,127,39601,150,8
H2dwEYbNTuY,2025-09-27,128,574456,7589,0
iH3RYpQo_Z4,2025-09-27,129,52628,793,95
buvFJ5_BbLk,2025-09-27,130,102688,3118,389
D_DgYZY40YY,2025-09-27,131,232589,4090,38
LfMtaIsyxHE,2025-09-27,132,295402,4442,1900
9rrgf-ZVuyo,2025-09-27,133,52639,276,5
7d7AN0Off_o,2025-09-27,134,1096738,55987,8861
MYpuLMAQ3eA,2025-09-27,135,101134,1969,28
SuV38KtQB9s,2025-09-27,136,329435,2766,261
lFQI1_vP__Q,2025-09-27,137,209121,0,26
10RkHsPiNdc,2025-09-27,138,68957,1230,187
SacDiGVyZnw,2025-09-27,139,50564,286,2
9nWEGKKAR_Q,2025-09-27,140,113241,1378,61
rAhgpCrYN4c,2025-09-27,141,254547,4893,253
TjDIl-p7LqI,2025-09-27,142,151274,2203,163
P6hETebY8vo,2025-09-27,143,63167,306,10
UNz0NuxGSVo,2025-09-27,144,191412,2518,87
Rv2P97OdXw0,2025-09-27,145,47160,235,8
qfDxJgSmJzI,2025-09-27,146,256054,10800,2302
oclbVN-qelo,2025-09-27,147,39135,428,25
6RXDIed6G6o,2025-09-27,148,210379,4634,349
zmEgdtwNRO4,2025-09-27,149,38358,451,35
is7T2mmZa_k,2025-09-27,150,255456,4882,716
yRWdchy43zY,2025-09-27,151,27127983,422001,34376
xL9twKqFtug,2025-09-27,152,33000,437,52
LYpjtQ7G_hE,2025-09-27,153,158872,6343,101
hUKQp90Hxx4,2025-09-27,154,531042,8189,153
JYhrvOw7ygs,2025-09-27,155,86328,496,22
K0LFtIb4O6E,2025-09-27,156,188306,4680,1
x5yGFJ9-g4U,2025-09-27,157,1263238,9598,319
6or-VPf6luA,2025-09-27,158,70973,1754,81
6U99WfMN9oE,2025-09-27,159,56468,202,2
PqTG4FrNguI,2025-09-27,160,498642,3494,0
kCTahMzpjq4,2025-09-27,161,602456,13202,571
jg8cVYB_wJw,2025-09-27,162,277880,5734,1197
