video_id,fetch_date,rank_today,view_count,like_count,comment_count
J0VArUBcHDg,2025-09-27,163,374380,1231,10
BXpnoMk56PA,2025-09-27,164,55290,197,4
kRG46WM83Tg,2025-09-27,165,65087,262,4
YpxWuaQHvUk,2025-09-27,166,197910,1513,4
jA9Ie_CYm78,2025-09-27,167,68363,526,38
-FC0YjvU3bQ,2025-09-27,168,264813,7421,1748
n5sZpIBZ_wo,2025-09-27,169,114482,876,79
LY3pb9zoEow,2025-09-27,170,1156863,121330,3554
UkVFS_vFg8g,2025-09-27,171,115309,590,27
IsNnpGIEX5U,2025-09-27,172,561594,19401,4408
MPC044l50L0,2025-09-27,173,302823,6620,317
CXqmkeM3Vy4,2025-09-27,174,382887,2083,24
vYgF1P8S9LY,2025-09-27,175,154347,1042,25
U1WkvxO8Zgo,2025-09-27,176,194769,1353,37
Tu584qp8ffM,2025-09-27,177,95662,190,2
ADeejfemNos,2025-09-27,178,193506,4831,333
WMd_Zonl8XA,2025-09-27,179,632303,21531,1556
mhj9S1A48KQ,2025-09-27,180,157384,2234,593
cQtqFaByN0k,2025-09-27,181,17884,91,5
ju6Qp5DbaIo,2025-09-27,182,108069,1962,28
lXMlurZYjIw,2025-09-27,183,90644,3376,109
FpgRLeRoi24,2025-09-27,184,307537,11909,77
q8bMZiFKyQo,2025-09-27,185,52183,244,9
6i2xCp1p4iU,2025-09-27,186,1070910,50867,21882
NgIJkY0UIYs,2025-09-27,187,239909,1474,22
oJwsOoBr8jQ,2025-09-27,188,158523,1878,0
tHg34p-O6P8,2025-09-27,189,176551,865,30
qA1q5LjDPW4,2025-09-27,190,212707,3160,1
Kv8zUhUVeR0,2025-09-27,191,53643,856,20
XrqPtGSwEVE,2025-09-27,192,131337,10150,422
arwthCRwdSA,2025-09-27,193,55113,362,29
q6XlZPzlTgI,2025-09-27,194,177171,2154,0
m0mF6aX-IIg,2025-09-27,195,107574,1362,142
nOKlf1QZN40,2025-09-27,196,303321,1984,1
6FCCGWxis9U,2025-09-27,197,48629,279,14
advw9imZheI,2025-09-27,198,139459,9187,43
exwsab0X8Qw,2025-09-27,199,24048,141,11
tD1aJ37ARvU,2025-09-27,200,61086,387,5
V5bGfin5Kow,2025-10-01,1,386441,2220,92
i-8w5yDwukA,2025-10-01,2,18411094,551293,16089
goevAoHNK1s,2025-10-01,3,940080,154780,14864
PphD_FxM-rY,2025-10-01,4,459569,1713,40
AEP84U6ApSI,2025-10-01,5,2208259,81742,3559
qQ1-fVd7CEQ,2025-10-01,6,986903,63055,2089
03VCOfPR3m4,2025-10-01,7,187822,0,45
S1FGXOamA5I,2025-10-01,8,481715,26737,1060
rJRWkuPR_Dc,2025-10-01,9,974335,11137,726
H6l0q4l2NLo,2025-10-01,10,22771291,409518,50865
tINl0F8IdNU,2025-10-01,11,1547181,20884,407
LY4xBj6gi3A,2025-10-01,12,489194,51785,1447
ZBlnr2rAzpo,2025-10-01,13,101417,605,36
X5BkqaHMw8w,2025-10-01,14,209765,1854,31
I8ijG7rawCI,2025-10-01,15,643412,4331,0
yWHyOIJEaXI,2025-10-01,16,147031,774,7
ffF_H8sRChE,2025-10-01,17,413599,16753,1074
j_0RVBbgjEE,2025-10-01,18,2415851,73152,307
DltOttt9Otk,2025-10-01,19,213406,2217,100
BMEUYDmrO7A,2025-10-01,20,509928,21773,1003
32YruBh8Oyk,2025-10-01,21,588864,8391,561
ni_IiixSUJo,2025-10-01,22,214093,2971,157
Mod_oXpftJA,2025-10-01,23,46628373,608770,42435
o6gyfOjEf7Q,2025-10-01,24,1017884,11565,5
ylZjfgcnZLU,2025-10-01,25,435544,8038,463
F_4_3ZUyjsw,2025-10-01,26,443045,22897,1618
aEFoamREjwc,2025-10-01,27,823000,11471,51
Y2Zq3wSMATw,2025-10-01,28,316454,916,5
LON1x9Oss9g,2025-10-01,29,135908,4019,153
wVUZKW4W224,2025-10-01,30,638558,0,27
0jqy0xGtvGU,2025-10-01,31,114595,560,28
Axqjcl7zv70,2025-10-01,32,72372,474,2
KyY9u3CedGU,2025-10-01,33,146330,3465,389
F9qaS6UVr0E,2025-10-01,34,345063,1595,40
bqWqvR0Ui68,2025-10-01,35,81007,754,15
oczl5T4sdBU,2025-10-01,36,470069,11219,5223
pZ_VuGAVrZM,2025-10-01,37,128757,677,66
79LU5GyXm_g,2025-10-01,38,216018,12924,1740
m6Azlqs4ymI,2025-10-01,39,3639188,35156,62
o02BYgKU11E,2025-10-01,40,143029,698,11
1Bf_dKwSVCc,2025-10-01,41,115396,5085,876
HkdxNAZWUDg,2025-10-01,42,249939,2351,222
a3DKmMEDvnk,2025-10-01,43,1816900,13513,808
-IYLetAPi7w,2025-10-01,44,282376,5793,242
Gh_AV4emDZg,2025-10-01,45,650808,30188,4882
5G82isvtea8,2025-10-01,46,200874,20528,1516
tJvrIr5MEzw,2025-10-01,47,129871,4488,461
T61eeSETp_A,2025-10-01,48,486031,28772,72
82LTACwTuYk,2025-10-01,49,242532,1122,36
6uDOifcAwmU,2025-10-01,50,153195,8267,518
l4XG9VuHmRo,2025-10-01,51,569205,4483,0
XA_uBJjutgc,2025-10-01,52,125909,1212,8
mjp1az-se2s,2025-10-01,53,79764,4655,597
p20khBj0LF4,2025-10-01,54,440362,4140,292
C33V1I_RJig,2025-10-01,55,299227,4208,140
W8pv9CHwsE4,2025-10-01,56,426333,11734,272
EZhm9Cq4r8M,2025-10-01,57,697514,9230,76
MfinhQyr69w,2025-10-01,58,58173,498,7
63X-PFfCSnM,2025-10-01,59,1373202,31255,644
DGiCa4uFEec,2025-10-01,60,436107,2697,113
bmuzSekikag,2025-10-01,61,272343,1183,13
NH2_-4iZEn8,2025-10-01,62,6005325,55248,3379
PrMK54h7iVE,2025-10-01,63,84968,1346,30
m67XNq6Vm48,2025-10-01,64,70645,409,8
lse67h0uKGA,2025-10-01,65,31161,1152,16
4-v0ayvYNqE,2025-10-01,66,263393,10625,627
H-MvjcbZ-e4,2025-10-01,67,49189,270,25
-kPogg50t3Q,2025-10-01,68,181613,13167,2223
LG8Q--v0bWc,2025-10-01,69,773767,28422,312
-lyIQSkP1Js,2025-10-01,70,2353370,52012,1530
1YEZIdnlLSs,2025-10-01,71,98941,4267,81
fWl0JGfvY70,2025-10-01,72,353572,12911,1962
YkPPXJ4YxIw,2025-10-01,73,71862,244,6
eKrXq5O5ENg,2025-10-01,74,26848,3243,126
R2FxpaPPBUc,2025-10-01,75,238864,14541,15
4GsUmj4DR8g,2025-10-01,76,86813,856,68
mBaajrUMIYA,2025-10-01,77,204390,2238,56
C82dMA0GbzI,2025-10-01,78,657611,2090,0
yl3rnsVAYQE,2025-10-01,79,45773,310,20
BvnAMzVWPnA,2025-10-01,80,100012,7647,282
-xZM-6RrMdg,2025-10-01,81,1380884,135718,3042
a-j_-dzaE7U,2025-10-01,82,70175,2628,114
YudcmcBHkTA,2025-10-01,83,50076,3269,115
KTThv3Ithdg,2025-10-01,84,521316,9129,1
EnLM2b5NfzE,2025-10-01,85,285568,3313,54
5IDwzBo3SKo,2025-10-01,86,624038,16357,83
o-6Uzjl_eZs,2025-10-01,87,420367,48416,938
MivKhlsMKL0,2025-10-01,88,16675947,258431,20424
aGbfSbCw7_E,2025-10-01,89,68833,5077,510
jGKmY7GIbKk,2025-10-01,90,382498,11124,1646
JwC2l4PIrOU,2025-10-01,91,173267,23844,1445
rUZpnPH9KBo,2025-10-01,92,74227,6523,474
RzrYoLfbJ8I,2025-10-01,93,103718,1791,134
kMfpBQPeq88,2025-10-01,94,259179,466,2
MWUT9S9z_SQ,2025-10-01,95,53022,525,1
rtR6TPDIugg,2025-10-01,96,716910,10231,26
Y8DME6JTCX4,2025-10-01,97,63073,386,16
cVBSxkubme4,2025-10-01,98,19553,925,69
5zJYPbZnUBU,2025-10-01,99,160422,4033,244
l5QfBYKC55I,2025-10-01,100,165629,570,11
o595_5M6DT8,2025-10-01,101,85240,1117,260
IRkVHe1Wdx0,2025-10-01,102,89631,2851,1054
YQMAYQOIov8,2025-10-01,103,87341,480,5
QhynGsxXOFY,2025-10-01,104,243715,1486,30
buoyzcUHHIY,2025-10-01,105,428689,18850,1782
E7wGNwsPJv0,2025-10-01,106,208514,2148,268
WcTxGAqPSh0,2025-10-01,107,212534,14143,1394
1cqeXEzTUFc,2025-10-01,108,59421,3702,237
PI1Nh3fEAzw,2025-10-01,109,400460,6050,822
4B139zr53-w,2025-10-01,110,102971,7434,456
7d4LHLIHWFs,2025-10-01,111,455551,36252,4418
uq-W6zQeLOY,2025-10-01,112,182882,11313,354
d4M2LC0nRxs,2025-10-01,113,1769336,32948,6951
fyJghTWM_WU,2025-10-01,114,104683,3530,146
FNq3URz2dm4,2025-10-01,115,158857,4145,3
CRuYyLBZZgc,2025-10-01,116,84189,825,27
9fMgjESuQG0,2025-10-01,117,75745,1251,104
uTx56LQYabM,2025-10-01,118,130360,502,7
qqDioXIP6N4,2025-10-01,119,198025,1425,74
xsoSuXlzJOU,2025-10-01,120,38927,299,10
ho8UDSjW4Z0,2025-10-01,121,805980,47024,2872
4DW6fDAea-Q,2025-10-01,122,36968,217,5
veIKQlA0bUg,2025-10-01,123,327581,10991,74
-QGiNG7hnOE,2025-10-01,124,101831,20937,1143
SI2FSZFyBpU,2025-10-01,125,641790,9314,13
WkHW26waBZc,2025-10-01,126,75999,779,61
jL5UghlbRqw,2025-10-01,127,126845,11776,888
RuCm4n6nNoo,2025-10-01,128,66983,4919,0
WEN8CteeMdo,2025-10-01,129,236557,1521,7
e82AObN4IoQ,2025-10-01,130,134852,734,68
zxBawVohEU0,2025-10-01,131,72911,3548,380
jP5a9DzpvEk,2025-10-01,132,471892,5775,140
Cz91JoXgs24,2025-10-01,133,121556,1165,74
lAGBdFDtaVc,2025-10-01,134,111735,652,20
xuss1crPNK0,2025-10-01,135,126622,559,9
tG-pUiljSRg,2025-10-01,136,94460,803,66
bDJ6BSl4Cjg,2025-10-01,137,88953,240,1
v191OslwlUU,2025-10-01,138,209870,831,31
yEYTq2rxxH0,2025-10-01,139,382578,29722,3322
rJGDxGEiyRU,2025-10-01,140,41440,183,3
-A5LSlmWro4,2025-10-01,141,684591,19771,3628
33Rx1YOggw4,2025-10-01,142,47650,446,8
3bZq_K3EWZ8,2025-10-01,143,271440,10247,12
LTV4LxrOj0k,2025-10-01,144,25893,130,4
sXafZN9pwuw,2025-10-01,145,55959,190,3
_1wEu6i3YMw,2025-10-01,146,135268,706,22
aUZzxW9ewvY,2025-10-01,147,120498,480,3
1xAjZaydSsY,2025-10-01,148,77235,252,14
h4bqicdDInw,2025-10-01,149,87274,6994,911
T8CvpWUkang,2025-10-01,150,42081,378,12
NrxZZbZc7IM,2025-10-01,151,276159,6939,160
6axtlUNuPdw,2025-10-01,152,75643,471,13
0VjGDlWEbtQ,2025-10-01,153,218921,829,22
-bRaGEk3PYg,2025-10-01,154,24219,223,33
9NfzdwxL0XY,2025-10-01,155,261740,6964,504
Rj_G8TZhhyo,2025-10-01,156,57440,7273,813
eAj7tau_-k0,2025-10-01,157,113898,3334,118
aV4KtSuWJ_g,2025-10-01,158,40002,226,22
P3Er-U8LwZ0,2025-10-01,159,101334,9158,115
eQ-sVvk8r9Q,2025-10-01,160,119776,447,9
uT4fMkc90tQ,2025-10-01,161,215393,1895,1
qK4f-QR6FzQ,2025-10-01,162,22713,159,4
0HugxcMyI7Y,2025-10-01,163,425850,0,16
c5HDm5TeIU8,2025-10-01,164,33002,425,46
5szRsH21VIE,2025-10-01,165,100592,1798,96
Oqa61XN693Y,2025-10-01,166,87810,501,42
kyBYch0Trck,2025-10-01,167,130211,7811,423
jRITHaS9SDo,2025-10-01,168,31960,0,4
kkKTBIDC37Q,2025-10-01,169,68384,6834,282
n2veq3YfU7Q,2025-10-01,170,72531,358,6
8kMTPZon3Y4,2025-10-01,171,1417478,95293,1500
5U36ahKnkTw,2025-10-01,172,145559,1499,91
wTZ1axVJOYY,2025-10-01,173,281631,0,15
gN9uiJTUNoc,2025-10-01,174,71597,324,11
sJibadDxj0c,2025-10-01,175,367809,10292,89
dOOEgQouoPo,2025-10-01,176,190044,4459,122
j0N4ILElP2M,2025-10-01,177,1969442,101760,4118
qmzrkJ8HFi4,2025-10-01,178,56757,252,6
s9ITphBaq2Y,2025-10-01,179,272252,2127,125
yolRx1h8LjM,2025-10-01,180,160638,4457,87
Una6ZMVX_jo,2025-10-01,181,63188,3278,435
5dHkCo9RPeQ,2025-10-01,182,79579,1637,76
lbXEHHoL_Wc,2025-10-01,183,537253,1028,0
qGYELELzrdg,2025-10-01,184,42248,292,3
XaQS10RZ4ks,2025-10-01,185,712805,6863,5
m0yqix2lJ3w,2025-10-01,186,141367,882,143
jYkQN2ukMec,2025-10-01,187,110687,3008,2
c-RKv_j692A,2025-10-01,188,15376,94,0
89lHb9sd6v0,2025-10-01,189,46621,1153,12
A4nvqEBW0w4,2025-10-01,190,35434,300,9
LyyZPqcUNLw,2025-10-01,191,50416,3924,928
9nN3lpx6Ptk,2025-10-01,192,43356,641,18
PJS_C3EXgQY,2025-10-01,193,216681,5494,2094
71-VyomEJA8,2025-10-01,194,51436,3897,143
mBGWlYdPXTM,2025-10-01,195,71079,4352,272
QdI5ve_37Xo,2025-10-01,196,62353,792,111
Zm1u7RZdAZQ,2025-10-01,197,73113,1056,144
uR7vNp8NUSY,2025-10-01,198,61999,673,81
2XMIeG-0SF0,2025-10-01,199,144551,4178,95
Y-K1gRpPHWc,2025-10-01,200,128883,564,20
fGl2jPFpXhg,2025-10-02,1,216533,1900,185
D3Se71O96i0,2025-10-02,2,1844026,102731,5987
OQHQfBLxaMc,2025-10-02,3,1141161,14744,1092
1Vx7oEucQDM,2025-10-02,4,197146,1316,44
i-8w5yDwukA,2025-10-02,5,19356054,559911,16269
AW-2-7J1t54,2025-10-02,6,641936,9755,0
K_JkTEW_ucY,2025-10-02,7,231622,3646,137
S1FGXOamA5I,2025-10-02,8,779678,33221,1255
FxKCokGDDQc,2025-10-02,9,481420,54123,1427
usQvctB7Mi0,2025-10-02,10,483319,39785,1308
AEP84U6ApSI,2025-10-02,11,6312488,130522,4952
igItYygsrqg,2025-10-02,12,555166,56474,4814
V5bGfin5Kow,2025-10-02,13,421252,2250,95
X5BkqaHMw8w,2025-10-02,14,521422,2901,41
h35qHMm-1Xs,2025-10-02,15,370592,24868,3888
kU_AfDuc3Cc,2025-10-02,16,167917,1744,93
Lo9iElJpdqg,2025-10-02,17,69938,854,77
HUYWQEAinFE,2025-10-02,18,1802604,45217,1098
NoydFRnnUXY,2025-10-02,19,132539,1408,133
tINl0F8IdNU,2025-10-02,20,1654092,23541,464
2GQ2DD7ZLZQ,2025-10-02,21,286721,3230,153
PphD_FxM-rY,2025-10-02,22,564611,1947,40
8aulMPhE12g,2025-10-02,23,2659152,79928,3508
ieAAz-9IVeA,2025-10-02,24,891948,3705,2
YSSFziwMO7k,2025-10-02,25,257276,1893,98
LON1x9Oss9g,2025-10-02,26,239430,5084,166
OCrBiNpMX5k,2025-10-02,27,691534,61991,125
93FkozMf2lw,2025-10-02,28,318687,1297,40
h5-FTD9uggk,2025-10-02,29,178493,40430,732
DBjKZNQsORY,2025-10-02,30,503392,2580,1
03VCOfPR3m4,2025-10-02,31,205876,0,41
ffF_H8sRChE,2025-10-02,32,439411,17200,1096
DF0wPwlLApM,2025-10-02,33,548141,17586,579
H6l0q4l2NLo,2025-10-02,34,30731091,422597,51224
Mod_oXpftJA,2025-10-02,35,48263498,613632,42544
8N-GbYln-sM,2025-10-02,36,443716,27042,49
lSel9b5lhpg,2025-10-02,37,131229,874,30
BMEUYDmrO7A,2025-10-02,38,540416,22428,1024
goevAoHNK1s,2025-10-02,39,1063388,164822,16153
TyehaVMjkKc,2025-10-02,40,375863,69520,5621
F_4_3ZUyjsw,2025-10-02,41,463454,23437,1652
L0WUWOzNGOM,2025-10-02,42,238582,707,24
Hy_gdk-2Wu0,2025-10-02,43,57029,411,25
IBmJdNV-msY,2025-10-02,44,14605,1083,35
8Mvfn-k57I0,2025-10-02,45,107220,2210,67
ni_IiixSUJo,2025-10-02,46,552240,5617,252
qmn1tsEe0Uo,2025-10-02,47,203621,5876,154
KXGN_HY4iOA,2025-10-02,48,327409,57070,1177
qZCktlYX3Xc,2025-10-02,49,135308,1123,56
cO6cgYgJVtk,2025-10-02,50,79413,771,15
VAz5wwrZ-O8,2025-10-02,51,246434,2774,30
JsGH4etsjq8,2025-10-02,52,169907,1131,80
bqWqvR0Ui68,2025-10-02,53,108382,992,19
frPQDs3EadQ,2025-10-02,54,204429,0,14
1rocWh6JM_Q,2025-10-02,55,299775,980,22
cLz-su-nm3k,2025-10-02,56,50799,1983,159
87EYwNjHXSQ,2025-10-02,57,826729,51844,1439
5G82isvtea8,2025-10-02,58,394384,26784,1809
Zr7yNROFjOA,2025-10-02,59,38108,1931,253
WQOY9wcgqJo,2025-10-02,60,130172,534,8
pfm5-1OK9ho,2025-10-02,61,279148,1511,83
-IYLetAPi7w,2025-10-02,62,331401,6325,277
GPt0owLJv_Y,2025-10-02,63,660043,27754,167
DltOttt9Otk,2025-10-02,64,305111,2678,129
79LU5GyXm_g,2025-10-02,65,228817,13251,1789
9WfWBv7xbL0,2025-10-02,66,355650,19329,1846
nYUemWiyImk,2025-10-02,67,59408,561,46
cVBSxkubme4,2025-10-02,68,39531,1334,75
0kJrOE6n-Zg,2025-10-02,69,114751,354,12
t2od_p1Y2a8,2025-10-02,70,957239,46359,2569
1Bf_dKwSVCc,2025-10-02,71,119745,5164,894
32YruBh8Oyk,2025-10-02,72,720172,9661,623
vVWbEjVlFoo,2025-10-02,73,147884,930,26
A3c9BZBnV2I,2025-10-02,74,79587,293,15
yWHyOIJEaXI,2025-10-02,75,168523,890,10
4-v0ayvYNqE,2025-10-02,76,449878,15915,857
ylZjfgcnZLU,2025-10-02,77,701761,11707,620
WYePpdO7cTg,2025-10-02,78,1819641,85009,1453
2Pta29pxTbk,2025-10-02,79,386069,16622,888
EvtT6R7dFUI,2025-10-02,80,1328740,156436,2536
XA_uBJjutgc,2025-10-02,81,328197,2916,17
dvoz2iQiu2o,2025-10-02,82,225847,3602,6
xsoSuXlzJOU,2025-10-02,83,139281,747,20
JheZ9dLZgbE,2025-10-02,84,217536,3641,195
OC8ufhB8Msg,2025-10-02,85,76820,10444,575
5zJYPbZnUBU,2025-10-02,86,337089,6697,357
OOL1YF6kcUE,2025-10-02,87,57825,1030,129
QZJffnHbSU8,2025-10-02,88,369429,8564,963
Pv8y7nT1f_Y,2025-10-02,89,145343,7759,454
oczl5T4sdBU,2025-10-02,90,609707,13051,6071
baH8HXlu_kw,2025-10-02,91,80241,575,34
K5KuQfifS3E,2025-10-02,92,726468,87442,2209
4B139zr53-w,2025-10-02,93,208367,10095,570
g_lEmYNh_4U,2025-10-02,94,57389,570,21
XJplHwh1XOY,2025-10-02,95,58496,395,15
5szRsH21VIE,2025-10-02,96,238749,3067,131
ThliCHl33Bo,2025-10-02,97,108245,9732,668
YQMAYQOIov8,2025-10-02,98,200081,970,15
Y2Zq3wSMATw,2025-10-02,99,467885,1229,9
j_0RVBbgjEE,2025-10-02,100,2434072,73336,314
aAjI0--96j4,2025-10-02,101,70413,8678,509
R0n9_uDndaA,2025-10-02,102,204689,3505,2
WkyhjkNvwSo,2025-10-02,103,117096,897,59
wVUZKW4W224,2025-10-02,104,872610,0,33
RuCm4n6nNoo,2025-10-02,105,222881,11777,0
VEsHZ5WmX1U,2025-10-02,106,231756,4404,438
1dMkkmDl5_U,2025-10-02,107,115227,505,19
bhRDCtaUXsg,2025-10-02,108,149693,2758,81
f3NEnwZ-bzA,2025-10-02,109,96309,566,12
PrMK54h7iVE,2025-10-02,110,142806,2021,70
KR_eQVlEHYc,2025-10-02,111,33808,142,10
GjC8bCrczmQ,2025-10-02,112,94677,1640,7
IRkVHe1Wdx0,2025-10-02,113,201435,4350,1198
o6gyfOjEf7Q,2025-10-02,114,1019770,11536,5
KkSiYdAJIqE,2025-10-02,115,336556,3149,48
jL5UghlbRqw,2025-10-02,116,227589,16450,1098
LBeGV7eKul4,2025-10-02,117,82212,305,3
7GCzNsA4-ec,2025-10-02,118,69006,220,2
HOzO7J4_bts,2025-10-02,119,75123,951,84
D-Y9O8BrIC4,2025-10-02,120,51025,218,3
PQUvilKf0AA,2025-10-02,121,131522,441,16
aEFoamREjwc,2025-10-02,122,830706,11612,64
Q2iSihhliYk,2025-10-02,123,46934,9052,1460
p20khBj0LF4,2025-10-02,124,537644,4676,322
zuMA6CwXpLE,2025-10-02,125,43108,366,0
vdWoGsE5em8,2025-10-02,126,459715,4184,112
DC-MxBPCCCw,2025-10-02,127,256394,1239,70
S9f5rlYBQpM,2025-10-02,128,153758,9595,852
MfinhQyr69w,2025-10-02,129,128233,1035,9
aDHft6Mezv4,2025-10-02,130,53340,934,273
YkPPXJ4YxIw,2025-10-02,131,117866,370,8
EZhm9Cq4r8M,2025-10-02,132,857267,11248,88
F9qaS6UVr0E,2025-10-02,133,385144,1752,40
LkWds7K2Jic,2025-10-02,134,67872,3146,671
jBY3u8u4tus,2025-10-02,135,83185,249,3
fNbQwkDqduI,2025-10-02,136,247269,17456,1834
0jqy0xGtvGU,2025-10-02,137,125452,597,28
FSbvk6lVXtw,2025-10-02,138,581807,7477,1
Jik_9aSQh8Q,2025-10-02,139,75052,411,34
khFwWDThFo0,2025-10-02,140,168244,2868,237
fyJghTWM_WU,2025-10-02,141,236331,5424,194
KyY9u3CedGU,2025-10-02,142,168098,3712,410
rofD8OXyO-c,2025-10-02,143,34978,266,12
Rm7y2sV4xcA,2025-10-02,144,352883,6051,0
o02BYgKU11E,2025-10-02,145,157599,751,12
m6Azlqs4ymI,2025-10-02,146,3640259,35142,62
y423L9OwFPo,2025-10-02,147,89539,854,20
xZmDaLSIFsE,2025-10-02,148,26961,531,9
-QGiNG7hnOE,2025-10-02,149,363670,33644,2120
Vfg2jeKa9tA,2025-10-02,150,100273,5428,931
ZG6MmUZ0JcQ,2025-10-02,151,308016,6685,228
VlG77KPjOJ4,2025-10-02,152,182840,14583,896
MivKhlsMKL0,2025-10-02,153,17674517,317142,20604
7d4LHLIHWFs,2025-10-02,154,535791,39665,4764
CbTDsHtIjhA,2025-10-02,155,36368,232,15
89lHb9sd6v0,2025-10-02,156,117450,2479,33
PEM998SquxU,2025-10-02,157,121690,1131,29
yX3aQ3QHB5E,2025-10-02,158,91557,2117,8
8q_0wQZ5QIo,2025-10-02,159,112933,1424,164
RzrYoLfbJ8I,2025-10-02,160,136394,2219,152
CRuYyLBZZgc,2025-10-02,161,160095,1260,39
8Ku9T54wzyQ,2025-10-02,162,110858,7720,2464
sh7My2gANUY,2025-10-02,163,288719,24676,1154
4MJ3r1RkzSk,2025-10-02,164,193753,2751,152
wC7PHn_TfrI,2025-10-02,165,293405,12452,0
l4XG9VuHmRo,2025-10-02,166,569414,4484,0
05Fb8jNzfEQ,2025-10-02,167,132834,4585,180
wrT6Hr2ZyN8,2025-10-02,168,69364,6771,396
BhNWsSeP9zc,2025-10-02,169,84718,756,39
sXafZN9pwuw,2025-10-02,170,114852,372,3
di8OHjcqVmk,2025-10-02,171,61285,900,31
GgII5rjozC0,2025-10-02,172,40755,1033,59
C33V1I_RJig,2025-10-02,173,358974,4579,147
JnoF-4f01tw,2025-10-02,174,66231,5626,201
wlNkpOsUnb8,2025-10-02,175,25050,270,15
WcTxGAqPSh0,2025-10-02,176,278727,16082,1627
-lyIQSkP1Js,2025-10-02,177,2579042,54617,1620
o595_5M6DT8,2025-10-02,178,112460,1373,303
33Rx1YOggw4,2025-10-02,179,106099,951,15
42Kw2oyRvEk,2025-10-02,180,90268,0,2
CliH4O5F11Y,2025-10-02,181,131148,1358,132
iqJpRdcHYXo,2025-10-02,182,353057,14294,11
_cS8QP5cm5U,2025-10-02,183,35937,272,31
Do2Kq5uAGug,2025-10-02,184,655777,16016,17
cu-K77qu-90,2025-10-02,185,59706,130,4
4qwh-AiGh_Q,2025-10-02,186,205036,2363,0
UKr-k_T_FcA,2025-10-02,187,103744,1521,17
jHm2hHcsP3k,2025-10-02,188,26656,1211,89
dbVdgpf1Ygs,2025-10-02,189,300595,865,8
C82dMA0GbzI,2025-10-02,190,728268,2445,0
JwC2l4PIrOU,2025-10-02,191,228867,27427,1607
xsOP4oO0tkU,2025-10-02,192,102477,4251,328
82LTACwTuYk,2025-10-02,193,252274,1147,38
9fMgjESuQG0,2025-10-02,194,97199,1484,141
bmuzSekikag,2025-10-02,195,312155,1340,17
sESVTkOz4k8,2025-10-02,196,189049,6049,154
CJRZNqNIxBg,2025-10-02,197,25618,374,51
nRBpnDo6jSY,2025-10-02,198,206482,15823,5839
MSq-fSj8FsU,2025-10-02,199,45770,588,67
BQUh9bttxIY,2025-10-02,200,104866,3257,17
usQvctB7Mi0,2025-10-03,1,4343128,99400,2461
D3Se71O96i0,2025-10-03,2,2638905,120851,6612
LqDNUehJBgs,2025-10-03,3,1049769,24140,840
K_JkTEW_ucY,2025-10-03,4,567524,6513,201
LixDSK0BRFs,2025-10-03,5,19118757,518749,30105
E_vAS4OY5MY,2025-10-03,6,1495108,72945,468
4TJOiXqiHAY,2025-10-03,7,224636,3037,116
i-8w5yDwukA,2025-10-03,8,19790847,564548,16349
n9eYHCJswlw,2025-10-03,9,478939,9037,613
OC8ufhB8Msg,2025-10-03,10,2310575,23871,1232
ZGn3Qj3-pHc,2025-10-03,11,499521,3539,40
JFQDffn16hc,2025-10-03,12,418820,49521,1194
Ajdy4zbmX3c,2025-10-03,13,646328,66187,9561
7uBy1gkgWxQ,2025-10-03,14,845622,25899,737
pZzGZrVIs4Y,2025-10-03,15,686290,13017,1196
22uewwbew-4,2025-10-03,16,95399,374,2
S1FGXOamA5I,2025-10-03,17,893194,35160,1301
02tFqeA_AoQ,2025-10-03,18,669891,10813,26
fGl2jPFpXhg,2025-10-03,19,230024,1916,187
AEP84U6ApSI,2025-10-03,20,6967533,151158,5589
igItYygsrqg,2025-10-03,21,952464,80524,6212
1Vx7oEucQDM,2025-10-03,22,232935,1496,48
X5BkqaHMw8w,2025-10-03,23,736136,3455,46
mMWWhzCgY4M,2025-10-03,24,229622,1427,0
YSSFziwMO7k,2025-10-03,25,403047,2695,134
C_DA9dS8Muo,2025-10-03,26,181869,3275,96
N1Is4hNLCvg,2025-10-03,27,464145,27906,46
rofD8OXyO-c,2025-10-03,28,144771,923,41
h5-FTD9uggk,2025-10-03,29,2084190,153878,5643
h35qHMm-1Xs,2025-10-03,30,612143,31968,5157
V5bGfin5Kow,2025-10-03,31,427420,2208,93
Lo9iElJpdqg,2025-10-03,32,120637,1188,114
9lI8LG68uOM,2025-10-03,33,776188,4046,5
kU_AfDuc3Cc,2025-10-03,34,181870,1805,94
tINl0F8IdNU,2025-10-03,35,1723061,24853,482
6qTbCGtP1uA,2025-10-03,36,427311,5890,437
NoydFRnnUXY,2025-10-03,37,138326,1430,134
8aulMPhE12g,2025-10-03,38,4730620,102517,4491
lgvOFMh6pWM,2025-10-03,39,119329,398,4
t2od_p1Y2a8,2025-10-03,40,1157846,48177,2964
HJzSlErp1vw,2025-10-03,41,310487,11565,447
JheZ9dLZgbE,2025-10-03,42,573379,6858,350
svcboYY81wU,2025-10-03,43,2454678,121899,7041
B4Z5i4lYtEE,2025-10-03,44,92576,1593,0
7D_A8XbGKus,2025-10-03,45,85198,1496,43
fmb2R2mfOOo,2025-10-03,46,49394,7856,851
KksfsUK6Yfo,2025-10-03,47,1346199,29073,2097
DF0wPwlLApM,2025-10-03,48,1089173,18241,592
67sWVZSuXnM,2025-10-03,49,732158,66425,3705
LON1x9Oss9g,2025-10-03,50,350379,5514,174
