video_id,video_published_at,title,tags,channel_id,channel_title,subscriber_count,category_id,category_name,duration_seconds
HOZPEYAUGlA,2025-10-05T21:55:01Z,సోమవారం స్పెషల్ భక్తి పాటలు | Lingashtakam & Bilvashtakam | Monday Lord Shiva Telugu Bhakti Songs,సోమవారం స్పెషల్ భక్తి పాటలు|Lingashtakam Telugu|Bilvashtakam Telugu|Monday Special Shiva Songs|Lord Shiva Telugu Bhakti|Shiva Devotional Telugu|Lingashtakam Bhakti Songs|Bilvashtakam Bhakti Songs|Shiva Stotram Telugu|Somavar Special Bhakti Songs|Telugu Devotional Songs|Shiva Bhajan Telugu|Lord Shiva Devotional Songs Telugu|Lingashtakam Bilvashtakam Telugu|Telugu Bhakti Songs|Shiva Pooja Songs Telugu|Lord Shiva Bhakti Telugu|Monday Special Bhakti Songs,UCWkK9wXJCy7ixDCjKE4XW1Q,Bhakthi Peetham - భక్తి పీఠం ,98900,10,Music,6235.0
bmPv4W2L6XQ,2025-10-06T12:20:14Z,Skibidi Toilet 79 (PART 3) REACTION | TITAN SPEAKERMAN IS BACK | Ayush More 😱,ayush more|skibidi toilet|minecraft|techno gamer|techno gamerz|skibidi toilet new episodes|DaFuq!?Boom!|skibidi toilet reaction|titan cameraman|titan tv man|tv man|cbd toilet|skibidi toilet all episodes|skibidi new episode|skibidi toilet new episode|ayush more minecraft|astro toilet|gman|ayush more 2.0|ayush more reacts|ayush more op|titan speakerman|new titan speakerman|skibidi toilet 79|skibidi toilet 79 part 3|skibidi toilet ep 79 part 3,UCtjW0Pf1eEhVNrJXzEsLB1Q,Ayush More 2.0,4170000,20,Gaming,1227.0
-25zAeAkegI,2025-10-03T04:42:31Z,"Takkar (Official Video) Masoom Sharma | Manish Gurjar, Fiza Choudhary | New Haryanvi Song 2025",takkar|takkar masoom sharma|takkar song|masoom sharma|ashu twinkle|amar karnawal|pinna music|fiza choudhary|manish gujjar|new|haryanvi|songs|haryanavi|new haryanvi songs 2025|new haryanvi song 2025|latest haryanvi songs 2025|haryanvi songs 2025|haryanvi song 2025|haryanvi songs|haryanvi song|new haryanvi songs|masoom sharma songs|masoom sharma new song|dollar music|manish gurjar|goj me asle unme goli|gunday gaadi m,UCTk-a57urUvdyvXQ8O5t_rA,Dollar Music,878000,10,Music,172.0
5FifxnfDIIk,2025-10-06T14:15:25Z,🔥GRANNY 1 KHELE 🔥 | #shortsfeed  #shortslive  #chainedtogethergame  #shorts #live  #wormateio,granny|granny3|shorstlive|shorts|shortsfeed|shortslivefeed|granny3live|mobilegame|youtubelive|pubg|pubgm|live|shortlive|shortfeed|grannyliveshorts|grannyfeed|wormeti.io|shortsmobilegame,UCtMqN8hiu3e4YvGlwEF0FEw,Mynaa ,575000,20,Gaming,4261.0
fgJE0ayfVF4,2025-10-06T21:45:04Z,"मंगलवार भक्ति भजन : हे दुःख भंजन, श्री हनुमान चालीसा, हनुमान अमृतवाणी, बजरंग बाण, हनुमान चौपाई कथा",,UCooRs3q6eXxv1-qramrGQ9g,Prathana Bhakti,103000,10,Music,4336.0
vAnXn7mDoq0,2025-10-05T08:30:36Z,Surviving 99 Nights in Cursed Forest in Minecraft!,minecraft|minecraft hindi|minecraft mods|minecraft challenge|Surviving 99 Nights in Cursed Forest in Minecraft!|I made 99 NIGHTS IN THE WOODS in MINECRAFT|99 nights forest,UCW3Sbu9ZFb2g2thct6mZlXA,Flame playz,1260000,20,Gaming,1278.0
YM_UxflJ6SY,2025-10-05T00:30:34Z,#Video- शूटर पोसले बानी | #Tuntun-Yadav & Goldi Yadav | Shooter Posale Bani | New Bhojpuri Song,शूटर पोसले बानी|Shooter Posale Bani|bhojpuri gana|har jila me shooter posale bani|sutter posle bani tuntun yadav ke gana|tuntun yadav new song|tuntun yadav hit gana|shooter goldi yadav dj song|tuntun yadav ka gana|sharab se kharab|tuntun yadav ka new song|tuntun yadav ke gana|tuntun yadav ka hit gana|tuntun yadav bhojpuri new song|tuntun yadav bhojpuri song|new bhojpuri song|har jila me sutar posale bani|tuntun yadav song|hero music dhun|bhojpuri gaana,UCr3FXafQpK8rByNVc7XEoSw,Hero Music Dhun,29300,10,Music,620.0
T2r3TNngv4Y,2025-10-06T19:06:22Z,🔴 CHHOTA AJJU IS LIVE  | FREE MEETUP | AJJUBHAI VOICE | GO 10K #freefire #live #trending #ajjubhai,Garena|Free Fire Pakistan|Pakistan|India|Bangladesh|nepal|free fire india|total gaming|ajjubhai|funny free fire|funny video,UCOtO6hXpWhTPLtTyaQXSZBw,CHHOTA AJJU,561000,20,Gaming,15058.0
HorQBP4hswc,2025-10-06T00:30:13Z,नसीब वाले ही सुन पाते है - शरद पूर्णिमा कथा | Sharad Purnima Katha | Kojagiri Purnima Vrat Katha,शरद पूर्णिमा कथा|शरद पूर्णिमा व्रत कथा|Sharad Purnima Katha|कोजागरी पूर्णिमा कथा|शरद पूर्णिमा|Sharad Purnima Ki Kahani|Lakshmi Aarti|Om Jai Lakshmi Mata|Laxmi Aarti|Laxmi Katha|कौमुदी व्रत कथा|Sharad Purnima Status|Lakshmi Puja|Kojagiri Purnima|Kojagiri Vrat Katha|Lakshmi Bhakti Bhajan|शरद पूर्णिमा की कथा|Sharad Purnima|Kojagara Puja|कोजागर पूर्णिमा व्रत कथा|Kojagari Vrat Katha|पूर्णिमा व्रत कथा|Om Jai Lakshmi Ramna|satyanarayan aarti|purnima,UCnHBjsg9UtRJxziNcD7h3yw,Aaj Ke Bhajan,1320000,10,Music,1673.0
Tkdtj3DKwaE,2025-10-06T10:36:13Z,I CRAFT YOUTUBER ITEMS IN MINECRAFT !!!,,UCxfaG5_t8lHZlrseYz4_COg,Dash Craft,115000,20,Gaming,607.0
-1QMuc5518g,2025-10-05T07:08:00Z,Meri Zindagi Ke Malik  |  Imaan Beiman  |  Alka Yagnik  |  Udit Narayan Songs  |  Neelam,"Alka Yagnik songs,Udit Narayan songs,Alka Yagnik Udit Narayan duets,Meri Zindagi Ke Malik|Imaan Beiman,Romantic Hindi songs,97s Hindi songs,love songs,Alka Yagnik hits,Udit Narayan hits",UCa8QIpdEZHX4PfLGwABZxBw,Udit-Alka Specials,1190,22,People & Blogs,419.0
LH-zQFG-xb8,2025-10-06T11:30:24Z,I Found The RAREST Lucky Blocks in Steal A Brainrot!,Roblox|Game Therapist|GT Blox|NoobMaster|NooBlox|Steal a Brainrot|Brainrot Roblox|Brainrot Race|Roblox Lucky Block Race|Lucky Block Race Brainrot|Roblox Challenge|Roblox Obby|Roblox Lucky Block|Roblox Kids Content|Roblox Gameplay|Roblox YouTuber|GT Roblox|Caylus|Caylus Roblox|Caylus brainrot|I Found The RAREST Lucky Blocks in Steal A Brainrot!|secret lucky block|roblox steal a brainrot|steal a brainrot script|steal a brainrot secret,UCXWQbzwvAiFqOU7XW1-v5bw,GT Blox,59100,20,Gaming,1142.0
CmbsfW0Ckb4,2025-10-04T09:30:03Z,"Ishq Manzoor | SSKTK | Varun, Janhvi, Sanya, Rohit | A.P.S, Jairaj, Amit, Nakash, Shreya, Antara",sony music india|ishq manzoor|sunny sanskari ki tulsi kumari|ishq manzoor song|ssktk|ishq manzor|shreya ghoshal|antara mitra|Amit Mishra|Nakash Aziz|varun dhawan|rohit saraf|sanya malhotra|janhvi kapoor|ssktk songs|new hindi songs|hindi songs|bollywood songs|new hindi song|hindi song|new song|nakash aziz|varun dhawan songs|janhvi kapoor songs|ishq manzoor video|rohit saraf dance|shreya ghoshal songs,UC56gTxNs4f9xZ7Pa2i5xNzg,Sony Music India,68400000,10,Music,194.0
o3kG9i8Q2X8,2025-10-06T14:40:35Z,"#VIDEO |छठ घाटे चली |#Khesari Lal Yadav,#Antra Singh Priyanka |Bhojpuri Chhath PujaSong",,UC9dlYhpEvYzZ6yRav_mmwHg,GMR GANGSTER 38,332,20,Gaming,269.0
e-i-YBZBRsU,2025-10-06T23:00:50Z,మంగళవారం రోజు ఈ పాటలు వింటే ఎంత పెద్ద కష్టమైనా తొలిగిపోతుంది - భక్తి పాటలు - MAHISHASURA MARDHINI,#bhakthi patalu Telugu|#భక్తి పాటలు తెలుగు|మంగళవారం రోజు ఈ పాటలు వింటే ఎంత పెద్ద కష్టమైనా తొలిగిపోతుంది|భక్తి పాటలు|MAHISHASURA MARDHINI|durga devi songs in telugu|durga devi songs in telugu lyrics|durga devi songs in telugu movies|durga devi songs in telugu online listen|durga devi songs jukebox|durga devi songs telugu|durga devi songs lakha|durga devi songs lyrics|durga devi songs lyrics in telugu|durga devi songs marathi|durga devi songs mp3,UCuEi3cNLSRcYbZWO9o16z9g,భక్తి పాటలు తెలుగు - Bhakthi Patalu Telugu,135000,10,Music,3820.0
pHp7epS_7ws,2025-10-06T17:03:06Z,🔴New Season CS Rank Pushing with subscribers🤩 | Free Fire Live #shortsfeed #shortslive,ff rank gameplay|br rank push gameplay|ff cs rank push gameplay|ff br rank trick|ff how to rank push|ff rank pushing video|ff solo rank push gameplay|br ranked gameplay|br rank headshort gameplay|raister br ranked gameplay|giveaway|custom giveaway|lone wolf comback|sudip sarkar|ff guild test|shorts|ff shorts live|br rank pushing|sooneeta live,UCr_ZvFqXW-p_Ul58oM8QrGw,Raain Gamerz,1170000,20,Gaming,6170.0
KxN7T7sL_L8,2025-10-04T00:30:17Z,LIVE महालक्ष्मी आरती : आज सुबह - ॐ जय लक्ष्मी माता | Om Jai Laxmi Mata Aarti | Lakshmi Mata Aarti,,UCDZh0BwO6Ey-qCA4jID7vMA,Suryansh Bhakti Sandhya,1330,10,Music,1963.0
a4mitxibIAM,2025-10-07T04:15:01Z,SHINCHAN AND FRANKLIN WENT INTO THE SPEED BOOSTER HOUSE PARKOUR CHALLENGE GTA 5,Shinchan|Shinchan GTA 5|Franklin|Franklin Shinchan GTA 5|Yippi Gaming|Yippi Gaming GTA 5|Yippi Gaming Challenges|GTA 5 Impossible Challenge|GTA 5 Parkour Challenge|GTA 5 Speed Booster Challenge|GTA 5 Mega Ramp Challenge|GTA 5 Zigzag Challenge|GTA 5 Spiral Challenge|GTA 5 Points Jump Challenge|GTA 5 Curvy Parkour|GTA 5 Extreme Stunt Challenge|gta 5 techno gamerz|Shinchan Franklin Parkour Challenge|gta 5 water slide|gta 5 speed booster hosue,UCXaFhaxwH3ASTgwwKL4Kt2Q,Yippi Gaming,6630000,20,Gaming,1244.0
Iq1jMdMiWGo,2025-09-29T07:06:53Z,Ve Kamleya  |  Ve Kamleya - Rocky Aur Rani Kii Prem Kahaani  |  Altamash Faridi  |  Arijit Singh,"Ve Kamleya,Altamash Faridi,Arijit Singh,Shadab Faridi,Shreya Ghoshal|Rocky Aur Rani Kii Prem Kahaani,Hindi Songs,Love Sentimental Songs,Romantic songs,2023s Hindi songs|Classic Hindi ballads,Love Ballads,Emotional songs",UCcbOx0Rm1jCsxK6hwJ35TdQ,Hindi Trending Songs,400,22,People & Blogs,253.0
BjJI7m-jj6k,2025-10-06T13:30:52Z,YOUTUBER VS YOUTUBER VS 2 V BADGE STREAMERS 💀 Biggest Youtuber in BR Rank 😱 आजा 1 VS 50 में 😤,pakistani girls|pakistan vs indian|noob prank|grandmaster prank|free fire india|free fire funny video|badge99|total gaming|ajjubhai|🤑random rich hot girl call me noob and i challenge for room 1v3 garena free fire|room 1 v3 garena free fire|noob prank free fire|random girl call me noob|random grandmaster player call me noob,UCwMauD7qRqr_ZXUTqRGHOjg,Kill2Head,4790000,20,Gaming,1796.0
D-3zkQZoZG0,2025-10-07T05:30:14Z,Sleepless(yumi aama) | Rito Riba ft.Simyo | Tadu Lunia I Tav,,UCy54ibzueZ6Ynz2iEI89sSA,RITO RIBA,729000,10,Music,201.0
SvP8fBtisOs,2025-10-06T07:51:19Z,Free Fire Max Live With Never Fold Gaming || Road To 1 Million🎯|| #freefirelive #shortsfeed,freefirelive|livegiveaway|freefiremax|top1grandmaster|freefireliveguildtest,UCdNNnOR060yCLk_iMyaZvSg,Never Fold Gaming,734000,20,Gaming,4734.0
wMQh0N5PGKo,2025-10-05T05:30:24Z,Charak Marak Rasiya (#हीरा_बेटे) || कमर बोले चरक मरक चु रसिया || Hira Bete Rasiya || Satveer Gurjar,,UC4aDwSZphoIxcle6xfnvmXA,Chetan Music,547000,10,Music,309.0
uAnVOlyxQd4,2025-10-06T15:20:05Z,Diwali Magic Cube Store Update🔥🤯| 20 Oct Next Magic Cube Bundle | Free Fire New Event | ff new event,next magic cube bundle|magic cube store update|ff new event|diwali event free fire|free fire new event|new event ff|new event|new event free fire|upcoming event in free fire|free fire upcoming event|next lucky wheel event|next mystery shop event|next evo vault event|tanishq gaming|special gold royale free fire|new m1887 skin event|ob51 update free fire|next booyah pass free fire|October booyah pass free fire|Diwali special gold royale|diwali pass event,UCb0s1I8wocxPMO4l_4XrGlg,TANISHQ GAMING,686000,20,Gaming,1038.0
aZ5EM1FWyvo,2025-10-04T00:45:00Z,𝘼𝙡𝙖𝙠𝙝 𝙉𝙞𝙧𝙖𝙣𝙟𝙖𝙣 𝘼𝙡𝙖𝙠𝙝 𝙉𝙞𝙧𝙖𝙣𝙟𝙖𝙣 अलख निरंजन अलख निरंजन जय गुरु दत्य  #𝙖𝙡𝙖�,alakh niranjan|alakh niranjan song|alakh niranjan chant|alakh niranjan mantra|alakh niranjan aadesh|alakh niranjan jay bolo|alakh niranjan ringtone|alakh niranjan baba bhajan|alakh niranjan movie songs|alakh niranjan message tone|alakh niranjan ringtone song|alakh niranjan alakh niranjan|alakh niranjan bhav bhay bhanjan|alakh niranjan jay gurudat girnari|alakh niranjan alakh niranjan song|alakh niranjan full gujarati movie|what is the meaning of alakh niranjan,UCc8PSZR8LHQpFfSDgU3WZcQ,Ravan Gurjar Rasiya,93000,10,Music,388.0
lMgZTSU1W88,2025-10-06T12:18:33Z,i Found Scariest UNKEL MATEO AND TUNG TUNG SAHUR 😱 in Minecraft | Minecraft Horror |,,UCsnF_zkpY6GEXHIUJZKwY9w,Prabu,50700,22,People & Blogs,1317.0
PG_1lukPV84,2025-10-06T08:35:56Z,"Premachi Goshta 2 | Official Trailer | Satish Rajwade | Lalit, Rucha, Ridhima, Swapnil, Bhau",प्रेमाची गोष्ट २|Premachi Goshta 2|Satish Rajwade new movie|Satish Rajwade|Lalit Prabhakar|Rucha Vaidya|Ridhima Pandit|सतीश राजवाडे|ललित प्रभाकर|Swapnil Joshi|Bhau Kadam|premachi goshta|latest marathi movie|lalit prabhakar movies|marathi|premachi goshta teaser|olya sanj veli|olya sanj veli 2.0|ये ना पुन्हा|ye na punha|Premachi Goshta 2 Official Trailer|premachi goshta 2 trailer|movie trailer|new movie trailer|latest movie trailer|new trailer,UCe7UKRSJM6ITMfXX-CbET0w,Everest Marathi,4670000,24,Entertainment,178.0
7o_9rXNHdl8,2025-10-06T20:23:30Z,Absolute Cinema on Stream 😍 WmaxGaming LIVE - BGMI,Max is Live|Bgmi gameplay|Pubg mobile gameplay|FASTEST 3 FINGER PLAYER BGMI|1V4 CLUTCHES BGMI|Bgmi montage|Pubg mobile montage|Bgmi 1v4 clutch|Bgmi tips and tricks|Bgmi 1v4 gameplay|Pubg 1v4 clutch|Bgmi new update|Bgmi new royal pass,UCRLTsuCNjsZ32sTkyy_XUMQ,Max Gaming,166000,20,Gaming,17936.0
v6KGFT7uUWA,2025-10-03T05:30:33Z,Yaar Ka Sataya Hua Hai (Lyrical) B Praak | Nawazuddin Siddiqui | Shehnaaz Gill | Jaani | Arvindr K,bpraak|jaani|nawaz|nawaaz|shenaaz|shehnaaz|yaar ka sataya|sharab peete peete|sharab|peete peete|haath kaamte|sharab peete haath|sharab peete haant kaampte|zohraajabeen|zorajabeen|baarish ki jaaye|barish ki jaye|jaani new song|punjabi new song|sad songs|bpraak song|bpraak sad song|jaani shayari|jaani love song|hindi songs|latest hindi songs|bollywood songs|new hindi song|mere yaar peete peete|8k video songs|hum peete nahi pilayi gayi|lyric video,UC783dnzJqf2ghHp_pFLYbGA,DM - Desi Melodies,20900000,10,Music,233.0
eWxkmlDgXX8,2025-10-06T17:31:51Z,4. UPDATE IS HERE IN BGMI SOLO VS SQUAD🔥 #bgmi #bgmilive #shortsfeed #shortslive,bgmi|battlegrounds mobile india|battleground mobile india|bgmi 4.0 update|bgmi new update|bgmi 4.0 update release date|bgmi next mythic forge|4.0 update bgmi|4.0 update classified yt|classified yt 4.0 update|bgmi new update gameplay|4.0 beta version|4.0 update bgmi mythic forge|4.0 update new mode|mythic forge|4.0 update release date|bgmi next update,UCuhwPDf9Em5Nx1mpTh65_pg,NeonXPawanOP,209000,20,Gaming,8774.0
SU6McXo-K6E,2025-10-07T07:40:44Z,Mur Mon (Roi Roi Binale),Zubeen Garg|Mur Mon (Roi Roi Binale),UC2pnWOI04gu7nD2N23mG2pg,Zubeen Garg - Topic,66800,10,Music,193.0
vjP_4amQhcA,2025-10-06T18:22:25Z,🔴70 Squad Finishes! - BGMI with Motabhai,,UC-toBXJuoumnoRFK26Vvs8Q,Alpha Clasher,1600000,20,Gaming,16432.0
ff9t7upPv5Q,2025-10-06T22:30:15Z,ಮಂಗಳವಾರ ದಿನ ದುರ್ಗಾದೇವಿಯ ಹಾಡುಗಳನ್ನು ಕೇಳಿದರೆ ಅಪಾರವಾದ ಸಿರಿ ಸಂಪತ್ತುಗಳು ಸಿಗುತ್ತವೆ - KANAKADURGA MANASA,BHAKTHI MUSIC | KANNADA DEVOTIONAL | KANNADA SONGS|ಮಂಗಳವಾರ ದಿನ ದುರ್ಗಾದೇವಿಯ ಹಾಡುಗಳನ್ನು ಕೇಳಿದರೆ ಅಪಾರವಾದ ಸಿರಿ ಸಂಪತ್ತುಗಳು ಸಿಗುತ್ತವೆ|KANAKADURGA MANASA SMARAMI|durga devi famous songs|durga devi fast beat songs|durga devi folk songs|durga devi garba songs|durga devi harathi songs|durga devi hd video songs|durga devi hit songs|durga devi latest songs|durga devi movie songs|durga devi old songs|durga devi pooja songs|durga devi powerful songs|durga devi private songs,UCwrp8tAcFsP3FplC8u6IQMA,BHAKTHI MUSIC | KANNADA DEVOTIONAL | KANNADA SONGS,1220000,10,Music,2501.0
sXsTBsWqJTU,2025-09-30T12:14:39Z,लगाई दिही चोली या के हुक राजा जी #arbindakela huk raja ji song singer- arbind akela kallu ji,,UCrtfTv6pjOiWaoAXKA0oFpw,Game Beatz studio ,529,10,Music,312.0
bW61Po_L6Qs,2025-09-30T11:43:17Z,Ban | Official Video | Masoom Sharma ft. Prithviraj Pilania & Amar Karnawal | New Haryanvi Song 2025,ban|ban masoom sharma|ban song|masoom sharma|prithvi pilania|amar karnawal|pinna music|tuffan music|new|haryanvi|songs|haryanavi|2025|new haryanvi songs 2025|new haryanvi song 2025|latest haryanvi songs 2025|new haryanvi songs|new haryanvi song|haryanvi songs 2025|haryanvi song 2025|haryanvi songs|haryanvi song|masoom sharma new song|masoom sharma songs|masoom sharma song|masoom sharma ke gane|hr gaane|haryanvi gane|Haryanvi dj songs,UC4vwQ-PsfYlSc_Y_rLSVNBA,Udta Teer,449000,10,Music,137.0
lPAQOoUMFE0,2025-10-05T10:01:14Z,الرجل العنكبوت انقاذ باتمان Spider-Man Rescue batman vs iron man vs venom funny Game GTA 5 superhero,الأبطال الخارقين على القضبان دوامة قمع جسر 🚴‍♂️ SPIDER MAN!on Motorcycle in Spiral Bridge Stunt Ri|الأبطال الخارقين على القضبان دوامة قمع جسر|SPIDER MAN!on Motorcycle in Spiral Bridge Stunt Ri|SPIDER MAN|Motorcycle in Spiral Bridge Stunt,UCZYZPH_mKpRtFdA7_Pa4IwA,GTA Addiction,401000,20,Gaming,1349.0
WIxL6mvMDA4,2025-10-03T01:00:39Z,#Video | पलंगिया हिलावेवाला चाही | #Arvind Akela Kallu | #Shilpi Raj | Sapna C | Bhojpuri Song 2025,arvind akela kallu new song|palangiya hilawewala chahi|arvind akela kallu|arvind akela kallu ji bhojpuri song|arvind akela kallu song|arvind akela kallu ka gana|kallu ji song|kallu bhojpuri song|shilpi raj song|kallu bhojpuri song 2025|arvind akela kallu ka naya gana|arvind akela kallu hit song|arvind akela kallu video song|arvind akela kallu sapna chauhan|sapna chauhan song|arvind akela kallu meera music|पलंगिया हिलावेवाला चाही|bhojpuri hit song,UCg1I0ySljnRIUstQaTm2IZg,Meera Music,622000,10,Music,183.0
Cun4EC4YmHg,2025-10-06T19:47:03Z,WELCOME TO JAPAN TRIP | NO PROMOTION,CarryMinati|Carryminati gaming|carrisLive|Gaming|Livestream|Indian gamingpubgpubg mobile|god of war,UC0IWRLai-BAwci_e9MylNGw,CarryisLive,12200000,20,Gaming,10433.0
0QMGfIZonr0,2025-10-02T09:54:58Z,Famous Powerful Gayatri Mantra 108 Times | Om Bhur Bhuva Swaha | गायत्री मंत्र | ओम भूर भुवा स्वाहा,gaytri mantra|ganesh gayatri mantra (kb voice) ganpati mantra 2025|gayatri mata mantra|gayatri mantram|gayatri mantra new 2020|gayatri mantra song|gayatri mantra 108|108 gayatri mantra|new gayatri mantra|gayatri mantra meaning|mantra gayatri|gayatri mantra full|shiv gayatri mantra|live gayatri mantra|gayatri mantra live|gayatri mantra 108 times fast|shiva gayatri mantra|gayatri mantra hindi|saraswati gayatri mantra|gayatri mantra sadhana sargam,UCKS9649MK4bqEm5gV2p6KSw,Sunrise Bharti Sagar,232,10,Music,1165.0
bOnQyghHxMk,2025-10-07T05:10:37Z,🌚 Scary Moon Kidnaps Franklin's Brother - INDIAN BIKES DRIVING 3D,indian bikes driving 3d|indian bike game 3d|indian bike driving 3d new update|indian bike driving cheat codes|indian bike driving 3d rgs tool|indian bike driving 3d update|indian bike driving 3d myths|indian bike driving 3d mythbusters|indian bike driving 3d secrets|indian bike driving 3d glitches|indian bike game|indian driving game|android game|harshtatsuya|tioxplay|npsdude|handsome gamer|tecnoji gamer,UCkNvFNoOmzLXWRtyM_x-Ncw,Tecnoji Gamer,735000,20,Gaming,627.0
jUzk7w2GiOs,2025-10-06T01:01:54Z,Latest Hindi Songs 2025💖Best Romantic Songs | Heart-Touching Hindi Love Songs,,UCc7XLnUtw5Urv54HfiMuOBA, Bollywood Melody Hub,5790,22,People & Blogs,4519.0
2kbtcQn0x3I,2025-10-06T19:59:26Z,DOMINATION IN 3.9 UPDATE | BGMI LIVE | #bgmi #shorts #verticallive #shortsfeed #pubglivestream,addy gaming|addy gaming live|bgmi 1v1 tdm live|bgmi live room|bgmi live girl gamer|addy|bgmi|bgmi live|bgmi live custom room|bgmi live room custom|bgmi live kannada|bgmi live teamcode|1v1 tdm live bgmi|bgmi live stream kaise kare mobile se|bgmi live stream kaise kare|GLACIER CREATE OPENING|shortsfeed|shortslive|pubglivestream|bgmi 3.9 update|bgmi 3.9 update live|bgmi live stream|GIRL GAMER|vertical|verticallive,UCxvomgEmLSD0-3hxe5QtdNA,ADDY GAMING ,35400,20,Gaming,10149.0
2jHh3jj-LWI,2025-10-06T22:30:01Z,"मंगलवार को घर में चलाकर रखदो सुन्दरकाण्ड आपकी बीमारी खत्म,कर्जे खत्म धनवर्षा शुरू#SundarkandPath",sunderkand ka paath|9 minut ka sunderkand|sunderkand|sunderkand with lyrics|hanuman chalisa 4 min|sundarkand lyrics hindi|sunderkand 40 minut ka|sunderkand 45 minute|sunderkand bhajan|कुमार विशु के भजन|sundarkand path fast|sampurn sunderkand|powerful sunderkand|top 10 sunderkand|sunderkand special|sunderkand reading|most powerful success mantra of hanuman ji|hanuman chalisa repeated 108 times|hanuman chalisa most powerful and beautiful,UCeEFvQCozScwAFYbls_X_ug,Maruti Nandan,51900,22,People & Blogs,4289.0
HhkqNs-U0Uw,2025-10-06T04:25:08Z,😍 Brand new shinchan train 🚂 in indian theft auto simulator 🔥,gamehint|Games|Game|Indian bike driving 3d|Indian Theft Auto simulator|Doraemon in indian theft auto|Shinchan meet doraemon in indian theft auto simulator|new doremon train in indian Theft auto|Brand new doremon train in indian theft auto|indian theft auto new train|franklin doraemon and shinchan visit shinchan train|iron man and batman train in indian theft auto,UC2uo0GObH1lzI2z0k3kSBGw,Game Hint,8540,20,Gaming,628.0
